,ID,Actual_pd_train,Predict_pd_train,Predict_Probability_train
34885,34886,0,0,0.05316967
100566,100567,0,0,0.11957024
17860,17861,0,0,0.052249637
818,819,0,0,0.28502017
148091,148092,0,0,0.120704345
135421,135422,0,0,0.058308255
100262,100263,0,0,0.04954823
110160,110161,0,0,0.110737234
58267,58268,0,0,0.057453807
137766,137767,0,0,0.4456006
88648,88649,0,0,0.07897781
136084,136085,0,0,0.09846698
132647,132648,1,0,0.35194886
134659,134660,0,0,0.06392074
81349,81350,0,0,0.097711265
66251,66252,1,0,0.11318193
74728,74729,0,0,0.0550401
133905,133906,1,1,0.50234646
61237,61238,1,1,0.6533114
52014,52015,0,0,0.060067292
61347,61348,0,0,0.058235005
89456,89457,0,0,0.11383635
48336,48337,0,0,0.13368559
38589,38590,0,0,0.19696285
142965,142966,0,0,0.06413881
32842,32843,0,0,0.12986375
146558,146559,0,0,0.0575584
47151,47152,0,0,0.061319273
78204,78205,0,0,0.07425613
17674,17675,0,0,0.111430295
79555,79556,0,0,0.10471221
61727,61728,0,0,0.06415049
69148,69149,0,0,0.11608029
84932,84933,0,0,0.06871867
57870,57871,0,0,0.050384287
908,909,0,0,0.0753948
127424,127425,0,0,0.054253582
107268,107269,0,0,0.061854526
29604,29605,0,0,0.04954038
146194,146195,0,0,0.0489594
19458,19459,0,0,0.048893888
119520,119521,0,0,0.11085445
70012,70013,0,0,0.093516834
128398,128399,0,0,0.050030373
66567,66568,0,0,0.22025289
139497,139498,0,0,0.13798174
123625,123626,0,0,0.051695034
20552,20553,0,0,0.28304157
147012,147013,0,0,0.12813082
62283,62284,0,0,0.07010267
84546,84547,0,0,0.31599227
109292,109293,0,0,0.054617133
91950,91951,0,0,0.073723555
128288,128289,0,0,0.06248969
19485,19486,0,0,0.06741114
40260,40261,0,0,0.0968688
115635,115636,0,0,0.06258735
139931,139932,1,1,0.6946987
26529,26530,0,0,0.21763636
62458,62459,0,0,0.04993861
45173,45174,0,0,0.058703948
95806,95807,0,0,0.473077
133142,133143,0,0,0.051896535
43919,43920,0,0,0.07472491
31850,31851,0,0,0.14386289
72934,72935,0,0,0.048952904
654,655,1,0,0.07976878
320,321,0,0,0.0488006
44550,44551,0,0,0.05899398
20314,20315,0,0,0.053370584
37882,37883,0,0,0.05780608
62635,62636,0,0,0.058519118
95870,95871,0,0,0.15584454
37452,37453,0,0,0.062746555
69911,69912,0,0,0.2843376
61986,61987,0,0,0.19824225
130467,130468,0,0,0.053733766
125552,125553,0,0,0.08246707
43153,43154,0,0,0.056079593
10175,10176,0,0,0.2989615
15940,15941,0,0,0.11140754
145992,145993,0,0,0.06463066
37463,37464,0,0,0.36801717
135512,135513,1,0,0.10581985
101870,101871,0,0,0.113326736
60847,60848,0,0,0.1148366
53927,53928,0,0,0.110856205
139217,139218,0,0,0.3152423
108204,108205,0,0,0.061763275
93688,93689,0,0,0.1193308
29001,29002,0,0,0.049714014
71644,71645,0,0,0.21428473
149064,149065,0,0,0.08891264
124528,124529,0,0,0.06780914
10918,10919,0,0,0.07532064
66090,66091,0,0,0.075026065
64574,64575,0,0,0.08276534
43535,43536,0,0,0.08750197
31144,31145,0,0,0.052869067
19509,19510,0,0,0.05557006
149318,149319,0,0,0.051045615
46248,46249,0,0,0.06756225
48201,48202,0,0,0.1141546
21359,21360,0,0,0.0857469
147552,147553,0,0,0.12985213
43797,43798,0,0,0.14105722
49225,49226,0,0,0.052098807
46127,46128,0,0,0.08119424
56237,56238,0,0,0.12388043
30921,30922,0,0,0.095608555
85391,85392,0,0,0.18362139
4764,4765,1,0,0.11438751
66289,66290,0,0,0.0759948
38884,38885,0,0,0.07841101
62914,62915,0,0,0.1264631
8491,8492,0,0,0.05837185
126417,126418,0,0,0.050873432
8027,8028,0,0,0.06644162
82707,82708,0,0,0.0659162
114875,114876,0,0,0.05673321
89666,89667,0,0,0.051919892
137719,137720,0,0,0.21392113
16329,16330,0,0,0.073861554
61020,61021,0,0,0.10713558
7898,7899,0,0,0.048229385
9832,9833,0,0,0.06416314
32254,32255,0,0,0.059265617
23120,23121,1,1,0.74532133
13054,13055,0,0,0.05691516
97669,97670,0,0,0.12551606
90640,90641,0,0,0.10242671
2657,2658,0,0,0.072190225
92660,92661,0,0,0.24975657
114640,114641,0,0,0.32257864
9509,9510,0,0,0.04816716
80343,80344,0,0,0.05751995
117533,117534,0,0,0.06918242
16519,16520,0,0,0.05098623
91216,91217,0,0,0.21543026
92392,92393,0,0,0.104175545
71187,71188,0,0,0.06324984
43237,43238,0,0,0.07907912
37271,37272,0,0,0.09695026
137438,137439,0,0,0.051479947
138284,138285,0,0,0.23091367
43744,43745,0,0,0.2038148
87587,87588,0,0,0.25517896
118865,118866,0,0,0.062333804
60965,60966,0,0,0.13552992
114410,114411,0,0,0.059590068
59901,59902,0,0,0.37300885
64232,64233,0,0,0.09873009
89351,89352,0,0,0.053827308
104028,104029,0,0,0.06436815
64718,64719,0,0,0.115252376
52227,52228,0,0,0.058894105
113065,113066,0,0,0.11564209
92724,92725,0,0,0.10414135
3912,3913,0,0,0.04913599
122099,122100,0,0,0.07401751
52907,52908,0,0,0.08839611
129785,129786,0,0,0.122625865
37821,37822,0,0,0.06794975
128241,128242,0,0,0.07832963
23085,23086,0,0,0.053616863
36210,36211,0,0,0.04943169
51039,51040,1,1,0.59187555
32852,32853,0,0,0.062396
72850,72851,0,0,0.06865291
30006,30007,1,1,0.6119289
70439,70440,0,0,0.11492518
15695,15696,0,0,0.09061977
149843,149844,0,0,0.22986208
45234,45235,0,0,0.048351426
80007,80008,0,0,0.099100105
110076,110077,0,0,0.14718302
50221,50222,0,0,0.069084525
6666,6667,0,0,0.053746182
14411,14412,0,0,0.06372377
39138,39139,0,0,0.050320275
3540,3541,0,0,0.055341654
144222,144223,0,0,0.048424322
79921,79922,0,0,0.14905676
133424,133425,0,0,0.058743194
9886,9887,0,0,0.074981704
79505,79506,0,0,0.08783083
142796,142797,0,0,0.10996196
65291,65292,0,0,0.23986399
27298,27299,0,0,0.05650714
9122,9123,0,0,0.11849623
71739,71740,1,0,0.07487736
25899,25900,0,0,0.050652243
71877,71878,0,0,0.08882584
62896,62897,0,0,0.093119256
58164,58165,0,0,0.06472999
147085,147086,0,0,0.08897453
103716,103717,0,0,0.06450909
95155,95156,0,0,0.048561253
106334,106335,0,0,0.06176756
45156,45157,0,0,0.062470347
103037,103038,0,0,0.052398067
139650,139651,0,0,0.408539
115509,115510,0,0,0.10224591
86613,86614,0,0,0.089334175
58313,58314,1,0,0.109225325
86770,86771,0,0,0.05718216
63636,63637,0,0,0.15033478
112326,112327,0,0,0.061186224
132999,133000,0,0,0.07826018
35591,35592,0,0,0.15392472
128727,128728,0,0,0.11986731
71969,71970,0,0,0.079716906
116686,116687,0,0,0.18424048
75544,75545,0,0,0.08526035
21889,21890,0,0,0.0738889
145037,145038,0,0,0.072030164
132960,132961,0,0,0.05520982
24368,24369,0,0,0.051977042
89499,89500,0,0,0.06407294
68527,68528,0,0,0.14050779
38414,38415,0,0,0.09864596
26834,26835,0,0,0.08037632
27742,27743,0,0,0.050991826
40188,40189,0,0,0.12950154
131123,131124,0,0,0.058021896
123936,123937,0,0,0.07163966
105809,105810,0,0,0.049197998
91455,91456,1,1,0.7803165
17177,17178,0,0,0.080437936
129459,129460,0,0,0.12587409
83164,83165,0,0,0.06659521
90447,90448,0,0,0.049426332
113784,113785,1,1,0.65733355
46122,46123,0,0,0.05954383
124563,124564,0,0,0.060566656
113846,113847,0,0,0.06407427
147215,147216,0,0,0.061670624
67393,67394,0,0,0.05612244
50364,50365,0,0,0.061949555
63915,63916,0,0,0.04925446
27631,27632,0,0,0.06280548
77432,77433,0,0,0.060305092
26424,26425,0,0,0.09660597
54637,54638,1,0,0.15558854
84601,84602,0,0,0.06635833
62416,62417,0,0,0.058987882
81552,81553,0,0,0.06391025
101098,101099,0,0,0.05815026
22376,22377,0,0,0.050695036
143546,143547,0,0,0.06469279
72195,72196,0,0,0.06394886
80425,80426,1,0,0.37376666
11816,11817,0,0,0.11477517
128308,128309,1,0,0.08765461
47448,47449,0,0,0.14125635
21148,21149,0,0,0.14702535
94746,94747,0,0,0.07509651
146851,146852,0,0,0.091388814
9075,9076,0,0,0.06134066
123753,123754,0,0,0.064053796
71568,71569,0,0,0.049919102
145124,145125,0,0,0.060507998
129453,129454,0,0,0.057864863
56615,56616,0,0,0.10308887
127310,127311,0,0,0.09179166
62121,62122,0,0,0.05312968
90795,90796,0,0,0.05102227
140772,140773,0,0,0.05711343
55567,55568,0,0,0.38099647
40438,40439,0,0,0.056575704
79072,79073,0,0,0.092285775
53423,53424,0,0,0.05850675
21708,21709,1,0,0.12601967
113397,113398,0,0,0.09847563
7403,7404,0,0,0.05612377
23900,23901,0,0,0.070116706
5691,5692,0,0,0.13526088
8676,8677,0,0,0.06662101
123134,123135,0,0,0.051909674
70074,70075,0,0,0.0791131
76520,76521,0,0,0.05333027
99976,99977,0,0,0.05407014
128908,128909,0,0,0.064191006
1943,1944,0,0,0.07559005
55191,55192,0,0,0.056656595
90294,90295,0,0,0.08489799
114167,114168,0,0,0.07760104
54235,54236,0,0,0.068438396
104486,104487,0,0,0.057699442
85663,85664,0,0,0.12705931
142355,142356,0,0,0.054534826
38622,38623,0,0,0.051743433
14167,14168,0,0,0.051802717
55587,55588,0,0,0.087122574
55169,55170,0,0,0.0718193
65290,65291,0,0,0.055420846
2863,2864,0,0,0.061865065
96873,96874,0,0,0.05375267
129733,129734,0,0,0.06690648
75311,75312,0,0,0.065504804
2801,2802,0,0,0.06386789
111207,111208,1,0,0.060838774
21243,21244,0,0,0.063451946
85071,85072,0,0,0.06038175
38943,38944,0,0,0.06251675
63282,63283,0,0,0.06536636
29318,29319,0,0,0.06318731
20348,20349,0,0,0.2146496
121900,121901,0,0,0.0661047
97899,97900,0,0,0.058544923
81574,81575,0,0,0.084941655
11972,11973,0,0,0.20905988
37694,37695,0,0,0.0718475
26177,26178,0,0,0.051165283
14939,14940,0,0,0.07412252
79058,79059,0,0,0.39969006
59618,59619,0,0,0.056904603
53937,53938,0,0,0.19480081
146889,146890,0,0,0.085780606
26415,26416,0,0,0.055014487
116660,116661,0,0,0.062558345
36211,36212,0,0,0.06583954
81523,81524,0,0,0.06598583
123350,123351,1,0,0.18078013
29395,29396,0,0,0.06988392
93373,93374,0,0,0.06501006
48272,48273,0,0,0.06068056
86816,86817,0,0,0.049931783
38889,38890,0,0,0.06783543
110998,110999,1,0,0.08242635
79693,79694,0,0,0.07211093
26047,26048,0,0,0.07060459
130453,130454,0,0,0.07054692
58398,58399,0,0,0.0506528
63069,63070,0,0,0.053050242
133121,133122,0,0,0.0920064
112627,112628,1,0,0.054872934
35022,35023,0,0,0.11407906
36427,36428,0,0,0.06299295
115067,115068,0,0,0.09920517
8022,8023,0,0,0.12565766
7395,7396,0,0,0.14464246
37977,37978,0,0,0.06431747
94806,94807,0,0,0.08366821
130979,130980,0,0,0.2900746
108172,108173,0,0,0.082689814
103510,103511,0,0,0.065028384
10480,10481,0,0,0.07836043
148926,148927,0,0,0.06484369
142822,142823,0,0,0.14342637
104171,104172,0,0,0.19992311
94363,94364,0,0,0.09090686
137906,137907,0,0,0.07043454
59759,59760,0,0,0.06078985
146383,146384,0,0,0.08020243
105888,105889,0,0,0.051939446
69501,69502,0,0,0.060595043
133969,133970,0,0,0.05505546
140302,140303,0,0,0.06883753
11799,11800,0,0,0.063159905
131563,131564,0,0,0.055192273
60668,60669,0,0,0.09943287
137644,137645,0,0,0.07662587
31064,31065,0,0,0.14479741
119577,119578,0,0,0.069809854
60090,60091,0,0,0.05522866
53263,53264,0,0,0.12359618
133269,133270,0,0,0.22933449
47368,47369,0,0,0.16353834
148912,148913,0,0,0.051607072
22858,22859,0,0,0.40067726
25356,25357,0,0,0.0669432
134609,134610,0,0,0.055293202
10337,10338,1,0,0.27301288
128147,128148,0,0,0.11203215
61974,61975,0,0,0.08632032
101765,101766,0,0,0.055361286
45658,45659,0,0,0.1457009
146120,146121,0,0,0.087696835
13157,13158,0,0,0.19560638
71781,71782,0,0,0.051391833
137715,137716,0,0,0.06541126
5684,5685,1,1,0.6153292
7645,7646,0,0,0.053480167
61021,61022,0,0,0.054469205
22822,22823,0,0,0.17484227
37588,37589,0,0,0.0689828
93660,93661,0,0,0.065058075
70437,70438,0,0,0.12507981
92084,92085,0,0,0.16014422
115720,115721,0,0,0.04943673
86599,86600,1,0,0.086018525
106082,106083,0,0,0.064782545
114529,114530,0,0,0.061239727
13432,13433,0,0,0.18748453
17092,17093,0,0,0.06363132
46762,46763,1,0,0.3361204
10043,10044,0,0,0.052918993
145846,145847,0,0,0.05052977
312,313,0,0,0.06243507
19071,19072,0,0,0.08238548
61910,61911,0,0,0.048520036
8615,8616,0,0,0.061446678
121204,121205,0,0,0.2374248
85029,85030,0,0,0.06886722
60743,60744,0,0,0.04872338
142710,142711,0,0,0.05410419
134557,134558,0,0,0.07214706
88553,88554,0,0,0.053745598
62294,62295,0,0,0.07050956
12977,12978,0,0,0.05326557
120653,120654,0,0,0.22487615
6236,6237,0,0,0.09831799
51531,51532,0,0,0.0574131
83249,83250,0,0,0.0836482
41286,41287,0,0,0.04854949
90903,90904,0,0,0.06950311
72,73,0,0,0.23075023
90609,90610,0,0,0.05702035
57193,57194,0,0,0.12410532
338,339,0,0,0.06684153
46730,46731,0,0,0.0631528
99169,99170,1,0,0.15406932
129988,129989,0,0,0.05746386
80212,80213,0,0,0.1150951
124317,124318,0,0,0.079578385
87732,87733,0,0,0.055660125
115024,115025,0,0,0.054964367
140801,140802,0,0,0.24562636
79791,79792,0,0,0.10449037
138177,138178,1,0,0.06446605
96180,96181,0,0,0.06921064
125828,125829,0,0,0.08962477
68842,68843,0,0,0.060257614
70450,70451,0,0,0.14202423
896,897,0,0,0.06870603
127052,127053,1,0,0.107011735
47302,47303,0,0,0.072313294
94262,94263,0,0,0.09088031
147141,147142,0,0,0.09725279
89122,89123,0,0,0.053532436
149170,149171,0,0,0.048280016
44436,44437,0,0,0.09367966
110551,110552,0,0,0.05636142
132136,132137,0,0,0.072313346
82296,82297,0,0,0.051898785
61413,61414,0,0,0.048194345
60128,60129,0,0,0.05054937
43858,43859,0,0,0.05769939
80242,80243,0,0,0.054910462
113859,113860,0,0,0.06171636
76086,76087,0,0,0.12813728
58417,58418,0,0,0.058007002
74944,74945,0,0,0.056916833
65069,65070,0,0,0.10250849
89289,89290,0,0,0.06323405
122005,122006,0,0,0.08140823
20024,20025,0,0,0.06311901
70528,70529,0,0,0.050956786
4895,4896,0,0,0.06296088
21786,21787,0,0,0.08739949
61768,61769,0,0,0.06980246
117043,117044,0,0,0.1187801
30533,30534,0,0,0.054754857
51803,51804,0,0,0.05251312
70070,70071,0,0,0.22447512
20606,20607,0,0,0.070025004
43990,43991,0,0,0.05758162
74460,74461,0,0,0.08498612
122274,122275,0,0,0.06762395
109147,109148,0,0,0.0659557
126954,126955,0,0,0.072459474
103121,103122,0,0,0.04929241
124965,124966,1,0,0.4193476
58091,58092,0,0,0.06178896
48692,48693,0,0,0.088855185
18995,18996,0,0,0.32746324
18723,18724,0,0,0.06008292
114921,114922,0,0,0.050047714
99468,99469,0,0,0.060431615
45605,45606,0,0,0.05679155
126429,126430,0,0,0.06597409
28262,28263,0,0,0.07563877
52009,52010,0,0,0.051047232
115525,115526,0,0,0.1013283
7060,7061,0,0,0.072408475
96923,96924,0,0,0.08758857
80197,80198,0,0,0.093536586
10981,10982,1,0,0.34685653
149349,149350,0,0,0.055467892
144519,144520,0,0,0.05452521
117843,117844,0,0,0.05766381
93369,93370,0,0,0.07159215
38758,38759,0,0,0.06817861
109081,109082,0,0,0.12756996
74177,74178,0,0,0.074539736
117164,117165,0,0,0.061945472
67763,67764,0,0,0.051719446
19091,19092,0,0,0.05694268
19410,19411,0,0,0.060657002
14722,14723,0,0,0.09702007
17257,17258,0,0,0.057936653
102137,102138,0,0,0.047924466
31803,31804,0,0,0.05424459
2221,2222,0,0,0.076977536
92150,92151,1,0,0.2107407
64498,64499,0,0,0.07930235
71491,71492,0,0,0.38009834
61789,61790,0,0,0.07968632
132726,132727,0,0,0.16435014
1538,1539,0,0,0.12718135
58546,58547,0,0,0.04988503
66552,66553,0,0,0.059392888
71985,71986,0,0,0.11046453
138646,138647,0,0,0.06705755
77056,77057,0,0,0.06610188
126666,126667,0,0,0.051224798
73311,73312,0,0,0.054870583
33204,33205,0,0,0.05214427
125645,125646,0,0,0.092704765
17940,17941,0,0,0.060228784
136888,136889,0,0,0.07627417
85693,85694,0,0,0.10738502
76012,76013,0,0,0.052812662
67465,67466,0,0,0.0582309
72120,72121,0,0,0.0822224
114021,114022,0,0,0.05558147
76650,76651,0,0,0.13175845
28325,28326,0,0,0.08501327
25723,25724,0,0,0.058682676
79725,79726,1,0,0.07332204
17747,17748,0,0,0.26613292
38395,38396,0,0,0.09507827
92949,92950,0,0,0.07950578
123708,123709,0,0,0.06366738
12999,13000,0,0,0.05594959
147843,147844,0,0,0.08287284
138576,138577,0,0,0.070459045
130350,130351,0,0,0.058626663
142775,142776,0,0,0.05980192
128069,128070,0,0,0.08450607
42140,42141,0,0,0.05067712
142391,142392,0,0,0.06451164
63604,63605,0,0,0.13075979
136184,136185,0,0,0.091755174
71538,71539,0,0,0.057705563
118942,118943,0,0,0.049332257
128253,128254,0,0,0.05753197
45629,45630,0,0,0.2963697
18709,18710,0,0,0.058187306
20607,20608,0,0,0.054470927
39575,39576,0,0,0.07692514
59733,59734,0,0,0.05036728
49022,49023,0,0,0.05251189
68892,68893,0,0,0.1208823
20699,20700,0,0,0.17685474
107291,107292,0,0,0.16259488
95358,95359,0,0,0.2916835
1414,1415,0,0,0.073078126
44007,44008,0,0,0.051165283
56697,56698,0,0,0.06195025
57443,57444,0,0,0.07290942
21706,21707,0,0,0.095530145
11469,11470,0,0,0.08846309
47504,47505,0,0,0.20688799
2257,2258,0,0,0.099301085
46336,46337,0,0,0.058449958
105820,105821,0,0,0.06980685
77548,77549,0,0,0.09059883
104636,104637,0,0,0.065347
105012,105013,0,0,0.06384903
129380,129381,0,0,0.05182276
104362,104363,0,0,0.093048714
79767,79768,0,0,0.112118244
124718,124719,0,0,0.11912707
1784,1785,0,0,0.09870304
61667,61668,0,0,0.113654934
59750,59751,1,0,0.17691846
60144,60145,0,0,0.06686637
134118,134119,0,0,0.06532743
54091,54092,1,0,0.122376025
101785,101786,0,0,0.05158879
123450,123451,0,0,0.07066912
129969,129970,1,0,0.2018655
143413,143414,0,0,0.062037263
104403,104404,0,0,0.07375383
31114,31115,0,0,0.064977
100528,100529,0,0,0.09792625
64901,64902,0,0,0.15408303
50780,50781,0,0,0.08105716
42331,42332,0,0,0.07896297
46361,46362,0,0,0.057019893
91391,91392,0,0,0.053178515
36397,36398,0,0,0.0688262
1100,1101,0,0,0.11988185
10349,10350,0,0,0.14963806
110208,110209,0,0,0.06348537
89585,89586,0,0,0.04876432
116371,116372,0,0,0.08769438
116184,116185,0,0,0.15151353
106184,106185,0,0,0.09594127
125857,125858,0,0,0.20617971
144153,144154,0,0,0.15378457
62924,62925,0,0,0.07587613
50509,50510,0,0,0.06034754
17579,17580,0,0,0.05477369
68036,68037,0,0,0.30724442
94463,94464,1,0,0.057118878
124994,124995,0,0,0.05852058
132581,132582,1,0,0.08093983
28095,28096,0,0,0.06661694
137602,137603,0,0,0.06318993
129542,129543,1,0,0.38402885
86408,86409,0,0,0.054616816
138047,138048,0,0,0.14240132
133439,133440,0,0,0.09596166
62647,62648,0,0,0.06879742
143933,143934,0,0,0.068503425
60977,60978,0,0,0.10624738
66697,66698,0,0,0.05637656
116639,116640,0,0,0.051299166
18233,18234,0,0,0.05589037
5423,5424,0,0,0.061482757
27214,27215,0,0,0.057228103
15393,15394,0,0,0.05614694
17148,17149,0,0,0.059217673
86712,86713,0,0,0.073271595
62461,62462,0,0,0.06576901
129719,129720,0,0,0.30693504
111619,111620,0,0,0.06531796
54290,54291,0,0,0.10114265
113339,113340,0,0,0.09774313
18492,18493,0,0,0.093813345
84150,84151,0,0,0.0657425
63074,63075,0,0,0.05958328
54163,54164,0,0,0.054692585
119765,119766,0,0,0.053076766
75717,75718,0,0,0.17636544
134888,134889,0,0,0.059304204
50437,50438,0,0,0.060101572
112731,112732,0,0,0.05994882
9814,9815,0,0,0.06369612
85241,85242,0,0,0.1636249
100480,100481,0,0,0.12282403
98058,98059,1,0,0.22557342
40485,40486,0,0,0.12534834
45360,45361,0,0,0.060922593
110843,110844,0,0,0.07459438
89749,89750,0,0,0.1447557
3949,3950,1,0,0.13828215
128101,128102,0,0,0.05117819
92589,92590,0,0,0.11801032
96987,96988,0,0,0.059102926
63665,63666,0,0,0.07248999
108717,108718,0,0,0.056256928
18317,18318,1,0,0.18531227
47296,47297,0,0,0.067413285
102004,102005,0,0,0.17909148
31923,31924,0,0,0.07437399
86786,86787,0,0,0.0735061
39545,39546,0,0,0.06568641
8884,8885,0,0,0.06534281
29910,29911,0,0,0.07044966
116407,116408,0,0,0.059999928
28645,28646,0,0,0.13009447
106446,106447,1,0,0.1331536
13104,13105,0,0,0.15755942
15853,15854,0,0,0.07759521
102948,102949,0,0,0.061606012
60419,60420,0,0,0.063917
42943,42944,0,0,0.06272992
83950,83951,1,0,0.23060614
62417,62418,0,0,0.057189707
3945,3946,0,0,0.055284597
15815,15816,0,0,0.1016542
146406,146407,0,0,0.060285605
117136,117137,0,0,0.048098203
18711,18712,0,0,0.06467575
68884,68885,0,0,0.12569131
91314,91315,0,0,0.09637412
56394,56395,0,0,0.0599897
13945,13946,0,0,0.054882847
92468,92469,0,0,0.22417162
146776,146777,0,0,0.06214996
126263,126264,0,0,0.060026634
80638,80639,0,0,0.052499555
120628,120629,0,0,0.079730116
146748,146749,0,0,0.06964268
37936,37937,0,0,0.06972597
84465,84466,0,0,0.056578632
126054,126055,0,0,0.066713706
138751,138752,0,0,0.08518248
97601,97602,0,0,0.061657555
104704,104705,0,0,0.060149845
65386,65387,0,0,0.07151213
103110,103111,0,0,0.12587464
48423,48424,0,0,0.09788784
88934,88935,0,0,0.47028103
104102,104103,0,0,0.061097153
149760,149761,0,0,0.058293913
108725,108726,0,0,0.11318619
79699,79700,0,0,0.08232373
85486,85487,0,0,0.07355532
134030,134031,0,0,0.061816502
21106,21107,0,0,0.054995287
82536,82537,0,0,0.059193466
135792,135793,0,0,0.06950743
102757,102758,0,0,0.061648123
50543,50544,0,0,0.055333044
52131,52132,0,0,0.055297658
108193,108194,0,0,0.08445396
101366,101367,0,0,0.09178516
103292,103293,1,0,0.080267176
143663,143664,0,0,0.04891081
25790,25791,0,0,0.09962432
81455,81456,0,0,0.124150105
117304,117305,0,0,0.14182273
56029,56030,0,0,0.14456621
99855,99856,0,0,0.10189261
45782,45783,0,0,0.08391104
45564,45565,0,0,0.052507572
6872,6873,0,0,0.07243524
91827,91828,0,0,0.08668391
70950,70951,1,0,0.10865465
11608,11609,0,0,0.07607982
124159,124160,0,0,0.20127875
92576,92577,1,0,0.11110965
120777,120778,0,0,0.08776114
30033,30034,0,1,0.5052084
66563,66564,0,0,0.07702478
232,233,0,0,0.054730777
95924,95925,0,0,0.061868045
132674,132675,0,0,0.054454643
30491,30492,0,0,0.09996188
19745,19746,0,0,0.051407684
91219,91220,0,0,0.10559616
39481,39482,0,0,0.055086393
119037,119038,0,0,0.054862823
93978,93979,0,0,0.061401296
110281,110282,1,0,0.18766662
92796,92797,0,0,0.0744993
72383,72384,0,0,0.06473584
74563,74564,0,0,0.25275958
34521,34522,0,0,0.20454268
112140,112141,0,0,0.07089192
148595,148596,0,0,0.06360835
48559,48560,0,0,0.114275604
6949,6950,0,0,0.054527253
118434,118435,0,0,0.058569357
144717,144718,0,0,0.06241476
140110,140111,0,0,0.0655941
98994,98995,0,0,0.060027674
68806,68807,0,0,0.05314253
149021,149022,0,0,0.4388696
5031,5032,0,0,0.060968444
20382,20383,0,0,0.1788797
95726,95727,0,0,0.07226058
63082,63083,0,0,0.05032585
119234,119235,0,0,0.06968608
41608,41609,0,0,0.13539703
131038,131039,0,0,0.07188263
72158,72159,0,0,0.057194334
76112,76113,0,0,0.057634626
60456,60457,0,0,0.16510592
62645,62646,0,0,0.067861244
149984,149985,0,0,0.048605397
104875,104876,0,0,0.049202356
87078,87079,0,0,0.1405107
20368,20369,0,0,0.061815023
43460,43461,0,0,0.06936406
8361,8362,0,0,0.055978313
134439,134440,1,0,0.3018919
70891,70892,0,0,0.057649054
80420,80421,1,0,0.30463517
79452,79453,0,0,0.24718317
144538,144539,0,0,0.073396
32068,32069,0,0,0.0781212
11774,11775,0,0,0.27038106
119377,119378,0,0,0.071294315
128155,128156,0,0,0.06297593
137753,137754,0,0,0.048570238
56781,56782,0,0,0.057909902
77257,77258,0,0,0.21076958
73339,73340,0,0,0.05120099
84098,84099,0,0,0.10697323
56194,56195,1,0,0.37500083
92902,92903,0,0,0.053240012
21582,21583,0,0,0.0848228
45841,45842,0,0,0.06536675
96514,96515,0,0,0.06674574
92249,92250,0,0,0.06972184
93292,93293,0,0,0.0886877
9815,9816,1,0,0.089200355
39751,39752,0,0,0.08529171
66782,66783,0,0,0.06984446
140993,140994,0,0,0.062078726
135372,135373,0,0,0.055919126
109699,109700,0,0,0.057231832
91825,91826,0,0,0.07169413
97739,97740,0,0,0.098172314
15388,15389,0,0,0.07023591
127906,127907,0,0,0.31364086
102273,102274,0,0,0.08535061
35609,35610,0,0,0.05971795
83724,83725,0,0,0.22756834
125178,125179,0,0,0.055455513
115311,115312,0,0,0.24599715
92854,92855,0,0,0.08596574
70351,70352,0,0,0.075196244
137483,137484,0,0,0.08775765
65435,65436,1,0,0.0773784
7376,7377,0,0,0.06129074
104753,104754,0,0,0.055992976
1667,1668,0,0,0.072507724
90673,90674,0,0,0.07408356
8164,8165,0,0,0.066480756
95909,95910,0,0,0.08211897
26867,26868,0,0,0.050764855
72076,72077,0,0,0.09882037
23383,23384,0,0,0.09981179
122997,122998,0,0,0.050270505
77706,77707,0,0,0.05897824
99853,99854,0,0,0.05813994
62037,62038,0,0,0.0587855
137968,137969,0,0,0.065024845
5327,5328,0,0,0.07207211
75701,75702,0,0,0.15364024
144839,144840,1,0,0.07720372
147825,147826,0,0,0.05817782
13028,13029,0,0,0.064230606
28816,28817,0,0,0.12769918
20779,20780,0,0,0.1238251
9691,9692,0,0,0.051666792
99220,99221,0,0,0.06627477
129349,129350,0,0,0.11317071
19228,19229,0,0,0.05793482
124384,124385,0,0,0.057726957
5820,5821,0,0,0.063575566
30393,30394,0,0,0.061432797
55562,55563,0,0,0.093155116
123264,123265,0,0,0.053199302
97393,97394,0,0,0.10793967
74385,74386,0,0,0.056231845
102530,102531,1,0,0.3512834
64849,64850,0,0,0.17731288
101302,101303,0,0,0.0526717
96366,96367,0,0,0.08672378
33762,33763,0,0,0.07049909
86241,86242,0,0,0.049576778
136104,136105,0,0,0.07679859
65426,65427,0,0,0.09366649
83787,83788,0,0,0.10164584
16712,16713,0,0,0.054482345
47552,47553,0,0,0.09147836
64184,64185,0,0,0.06282207
139336,139337,0,0,0.054656792
46411,46412,0,0,0.05163979
60880,60881,0,0,0.061142042
1013,1014,0,0,0.05808916
2432,2433,0,0,0.05817892
58388,58389,0,0,0.053975288
42211,42212,0,0,0.05007801
61259,61260,0,0,0.24506013
143404,143405,0,0,0.051598974
128511,128512,0,0,0.44919845
138614,138615,0,0,0.08613557
83736,83737,0,0,0.05920996
72597,72598,0,0,0.13707146
102032,102033,0,0,0.09274825
126150,126151,0,0,0.06168544
78529,78530,0,0,0.060908973
106883,106884,0,0,0.07855684
91203,91204,1,1,0.7029974
112451,112452,0,0,0.08345792
